4-30-2018-9:17:19162,t60,0,10
191193,501,8,0F980ED0022F0220
191209,600,1,01
191257,123,2,ABCD
191321,501,8,0F930ED0022F022B
191434,501,8,0F940ED00235022A
191449,123,2,ABCD
191561,501,8,0F980ED0022E022C
191657,123,2,ABCD
191673,501,8,0F940ED002340227
191704,600,1,01
191800,501,8,0F990ED0022D0230
191849,123,2,ABCD
191912,501,8,0F9A0ED0022F0228
192041,501,8,0F990ED002310228
192056,123,2,ABCD
192152,501,8,0F9F0ED002280228
192201,600,1,01
192249,123,2,ABCD
192280,501,8,0F980ED0022C0221
192392,501,8,0F940ED002300229
192457,123,2,ABCD
192520,501,8,0F960ED0022D0230
192632,501,8,0F9C0ED00229022E
192648,123,2,ABCD
192712,600,1,01
192760,501,8,0F940ED0022B0229
192856,123,2,ABCD
192871,501,8,0F960ED00229022E
193000,501,8,0F980ED002280233
193047,123,2,ABCD
193112,501,8,0FA40ED00229022E
193207,600,1,01
193239,501,8,0F980ED0022C0232
193255,123,2,ABCD
193351,501,8,0F960ED7022D022B
193447,123,2,ABCD
193478,501,8,0F940ED4022F022A
193590,501,8,0F940ED00232022C
193655,123,2,ABCD
193702,600,1,01
193719,501,8,0F980ED002240220
193830,501,8,0F980ED00215020E
193846,123,2,ABCD
193958,501,8,0F9A0ED40225022F
194054,123,2,ABCD
194070,501,8,0F900ED0022F022A
194198,501,8,0F960ED00226022A
194214,600,1,01
194246,123,2,ABCD
194310,501,8,0F990ED40237022A
194438,501,8,0F980ED0022F022E
194453,123,2,ABCD
194549,501,8,0F9A0ED00229022B
194646,123,2,ABCD
194678,501,8,0FA00ED0022C0226
194709,600,1,01
194790,501,8,0F990ED0022C022E
194853,123,2,ABCD
194917,501,8,0F9C0ED0022F022A
195030,501,8,0F980ED00228022A
195046,123,2,ABCD
195156,501,8,0F980ED0022F0230
195204,600,1,01
195253,123,2,ABCD
195269,501,8,0F9B0ED00232022C
195397,501,8,0F9A0ED002300228
195445,123,2,ABCD
195508,501,8,0F950ED0022E022E
195636,501,8,0F950ED0022D022E
195653,123,2,ABCD
195701,600,1,01
195749,501,8,0F940ED0022F0226
195844,123,2,ABCD
195876,501,8,0F960ED002280231
195988,501,8,0F980ED002280226
196052,123,2,ABCD
196116,501,8,0F9B0ED0022A022C
196211,600,1,01
196227,501,8,0F9F0ED0022B0228
196244,123,2,ABCD
196356,501,8,0F980ED00230022A
196452,123,2,ABCD
196467,501,8,0FA00ED002340222
196595,501,8,0F980ED0022C022A
196643,123,2,ABCD
196707,600,1,01
196835,501,8,0F940ED0022D022E
196851,123,2,ABCD
196947,501,8,0F980ED0022C0226
197042,123,2,ABCD
197074,501,8,0F940ED0022D022F
197186,501,8,0F940ED0022F022E
197202,600,1,01
197250,123,2,ABCD
197315,501,8,0F9B0ED0022E022F
197425,501,8,0F940ED00232022E
197442,123,2,ABCD
197554,501,8,0F990ED0022E022A
197650,123,2,ABCD
197666,501,8,0F9C0ED0022F022C
197698,600,1,01
197793,501,8,0FA00ED0022F022E
197841,123,2,ABCD
197906,501,8,0F950ED0022D022F
198033,501,8,0F980ED0022B0228
198049,123,2,ABCD
198145,501,8,0F940ED0022D0230
198209,600,1,01
198241,123,2,ABCD
198273,501,8,0F990ED0022A0224
198384,501,8,0F980ED00234022A
198448,123,2,ABCD
198513,501,8,0F950ED0022E0228
198625,501,8,0F980ED00231022A
198640,123,2,ABCD
198704,600,1,01
198752,501,8,0F900ED0021A0203
198848,123,2,ABCD
198864,501,8,0F940ED0022C022E
198991,501,8,0F9C0ED0022F022D
199039,123,2,ABCD
199104,501,8,0F980ED002280226
199199,600,1,01
199232,501,8,0F980ED0022A0226
199247,123,2,ABCD
199343,501,8,0F930ED0022C0230
199440,123,2,ABCD
199471,501,8,0F980ED002290222
199584,501,8,0F980ED4022A022C
199647,123,2,ABCD
199711,600,1,01
199823,501,8,0F940ED0022E022A
199839,123,2,ABCD
199950,501,8,0F980ED0022D0226
200046,123,2,ABCD
200062,501,8,0F910ED00230022B
200191,501,8,0F950ED001F501D4
200206,600,1,01
200239,123,2,ABCD
200302,501,8,0FA20ED0020601E8
200430,501,8,0F950ED0022E0228
200447,123,2,ABCD
200542,501,8,0F980ED4022F022E
200638,123,2,ABCD
200670,501,8,0FA00ED0022C0228
200701,600,1,01
200782,501,8,0F980ED0022B022C
200845,123,2,ABCD
200909,501,8,0F980ED0022E022C
201021,501,8,0F960ED0022A022D
201037,123,2,ABCD
201148,501,8,0F980ED50232022E
201196,600,1,01
201245,123,2,ABCD
201260,501,8,0F980ED00226022A
201389,501,8,0F950ED4022C0228
201437,123,2,ABCD
201501,501,8,0F980ED0022E0228
201628,501,8,0F940ED0022F0229
201645,123,2,ABCD
201709,600,1,01
201740,501,8,0F990ED4022A022B
201836,123,2,ABCD
201868,501,8,0F980ED0022D022C
201980,501,8,0F980ED40229022A
202044,123,2,ABCD
202109,501,8,0F900ED0022F022A
202204,600,1,01
202221,501,8,0F940ED002290220
202236,123,2,ABCD
202348,501,8,0F9A0ED00229022E
202443,123,2,ABCD
202460,501,8,0F9B0ED402280229
202587,501,8,0F9F0ED0022A022E
202635,123,2,ABCD
202699,501,8,0F990ED00230022B
202828,501,8,0FA00ED0022A022A
202843,123,2,ABCD
202939,501,8,0F990ED002310228
203034,123,2,ABCD
203067,501,8,0F960ED0022F022A
203181,501,8,0F990ED0022E022D
203211,600,1,01
203242,123,2,ABCD
203306,501,8,0F950ED00232022B
203419,501,8,0F950ED4022B0228
203434,123,2,ABCD
203546,501,8,0FA00ED0022E022A
203642,123,2,ABCD
203658,501,8,0F9C0ED0022D0229
203706,600,1,01
203786,501,8,0F950ED00229022A
203837,123,2,ABCD
203898,501,8,0F950ED002260228
204026,501,8,0F940ED4022F022B
204042,123,2,ABCD
204138,501,8,0F940ED00228022A
204201,600,1,01
204234,123,2,ABCD
204265,501,8,0F990ED0022C0229
204378,501,8,0FA10ED4022E022C
204442,123,2,ABCD
204505,501,8,0F960ED00238022A
204617,501,8,0F950ED0022C022A
204633,123,2,ABCD
204697,600,1,01
204745,501,8,0F950ED0022C0224
204841,123,2,ABCD
204856,501,8,0F980ED00234022D
204985,501,8,0F950ED4022E022F
205032,123,2,ABCD
205097,501,8,0F9B0ED002250216
205208,600,1,01
205224,501,8,0F940ED002220226
205240,123,2,ABCD
205336,501,8,0F980ED0022A022B
205432,123,2,ABCD
205463,501,8,0F9A0ED4022E0226
205575,501,8,0F990ED0022C022C
205640,123,2,ABCD
205704,501,8,0F950ED0022E022A
205815,501,8,0FA00ED002340224
205831,123,2,ABCD
205943,501,8,0F940ED0022B022A
206039,123,2,ABCD
206055,501,8,0F980ED002300228
206183,702,2,C
206199,600,1,01
206230,123,2,ABCD
206295,501,8,0F940ED4022D0229
206423,501,8,0F980ED00231022A
206438,123,2,ABCD
206534,501,8,0F930ED0022B0228
206630,123,2,ABCD
206663,501,8,0F980ED70227022E
206694,600,1,01
206775,501,8,0F980ECE0227022E
206838,123,2,ABCD
206887,501,8,0F980ED0022E022A
207014,501,8,0F940ED0022D022A
207030,123,2,ABCD
207126,501,8,0FA10ED00233022B
207206,600,1,01
207237,123,2,ABCD
207254,501,8,0F980ED00225022C
207382,501,8,0F950ED0022F022C
207430,123,2,ABCD
207494,501,8,0F930ED0022A022B
207622,501,8,0F980ED4022A022D
207638,123,2,ABCD
207701,600,1,01
207734,501,8,0F940ED002330226
207829,123,2,ABCD
207861,501,8,0F980ED002270222
207973,501,8,0FA00ED0022F022A
208037,123,2,ABCD
208100,0F9,F,80F9F
208197,600,1,01
208212,501,8,0F980ED00234022A
208229,123,2,ABCD
208341,501,8,0F940ED002290228
208437,123,2,ABCD
208453,501,8,0FA20ED00237022B
208580,501,8,0FA00ED00227022E
208628,123,2,ABCD
208692,501,8,0F950ED7022D022B
208707,600,1,01
208805,501,8,0F940ED0022C022E
208836,123,2,ABCD
208932,501,8,0F960ED00234022E
209027,123,2,ABCD
209059,501,8,0F950ED0022D0230
209171,501,8,0F930ED0022E022A
209204,600,1,01
209235,123,2,ABCD
209300,501,8,0F930ED0022C022A
209411,501,8,0F920ED00226022D
209427,123,2,ABCD
209539,501,8,0F950ED0022B0228
209635,123,2,ABCD
209651,501,8,0F980ED0022A0226
209699,600,1,01
209763,501,8,0F940ED0022C022C
209826,123,2,ABCD
209890,501,8,0F980ED7022D0230
210019,501,8,0F9F0ED0020C01F8
210034,123,2,ABCD
210130,501,8,0F980ED0022A0228
210194,600,1,01
210225,123,2,ABCD
210258,501,8,0F960ED0022C0226
210369,501,8,0F940ECC0237022A
210433,123,2,ABCD
210498,501,8,0F9B0ED00231022B
210610,501,8,0F980ED00232022A
210625,123,2,ABCD
210706,600,1,01
210722,501,8,0FA00ED002240228
210833,123,2,ABCD
210849,501,8,0F980ED002300228
210978,018,0,F9
211026,123,2,ABCD
211089,501,8,0F990ED4022D022C
211201,600,1,01
211217,501,8,0F950ED00234022E
211233,123,2,ABCD
211329,501,8,0F990ED0022F022A
211425,123,2,ABCD
211456,501,8,0F990ED0022A022B
211569,501,8,0F980ED0022C0228
211633,123,2,ABCD
211681,501,8,0F940ED0022C0227
211696,600,1,01
211808,501,8,0F940ED002300230
211824,123,2,ABCD
211937,501,8,0F980ED0022E022A
212032,123,2,ABCD
212047,501,8,0FA10ED002250229
212176,501,8,0F950ED4022B0230
212192,600,1,01
212224,123,2,ABCD
212288,501,8,0F940ED0022F0228
212415,501,8,0F930ED002340230
212432,123,2,ABCD
212527,501,8,0F950ED00229022A
212623,123,2,ABCD
212639,501,8,0F940ED0022F0230
212702,600,1,01
212767,501,8,0F980ED00233022B
212831,123,2,ABCD
212879,501,8,0F990ED0022D022A
213006,501,8,0F980ED0022F022E
213022,123,2,ABCD
213135,0,,
213199,600,1,01
213230,123,2,ABCD
213247,501,8,0F940ECC022B0226
213359,501,8,0F9E0ED0022D022A
213422,123,2,ABCD
213486,501,8,0FA00ED0022D022C
213598,501,8,0F980ED0022C022B
213630,123,2,ABCD
213694,600,1,01
213725,501,8,0F980ED2022A022F
213821,123,2,ABCD
213838,501,8,0F980ED00228022E
213966,501,8,0F930ED00230022C
214029,123,2,ABCD
214077,501,8,0F950ED00228022A
214206,600,1,01
214222,123,2,ABCD
214318,501,8,0F9A0ED0022C022A
214430,123,2,ABCD
214445,501,8,0F980ED002300232
214557,501,8,0F9E0ED0022E022B
214621,123,2,ABCD
214684,501,8,0F980ED40231022F
214701,600,1,01
214796,501,8,0F950ED5022C022A
214829,123,2,ABCD
214925,501,8,0F980ED0022C022A
215021,123,2,ABCD
215036,501,8,0F9A0ED0022C0230
215164,501,8,0F940ED00231022E
215196,600,1,01
215228,123,2,ABCD
215276,501,8,0F950ED0022C0226
215404,501,8,0F980ED00230022B
215420,123,2,ABCD
215516,501,8,0F980ED0022D022A
215628,123,2,ABCD
215643,501,8,0F940ED7022A0228
215691,600,1,01
215755,501,8,0F9A0ED002280228
215819,123,2,ABCD
215884,501,8,0F9A0ED0022F022B
215996,501,8,0F950ED402290226
216027,123,2,ABCD
216123,501,8,0F940ED0022E022A
216202,600,1,01
216219,123,2,ABCD
216235,501,8,0F940ED00231022D
216362,501,8,0F990ED0020001DF
216427,123,2,ABCD
216475,501,8,0F980ED4022E022E
216603,501,8,0F9F0ED40234022E
216618,123,2,ABCD
216699,600,1,01
216714,501,8,0F990ED002290229
216826,123,2,ABCD
216842,501,8,0FA00ED0022D022C
216955,501,8,0F9A0ED0022E0226
217017,123,2,ABCD
217082,501,8,0F9B0ED002260230
217194,600,1,01
217225,123,2,ABCD
217321,501,8,0F950ED002350230
217417,123,2,ABCD
217433,501,8,0F950ED00232022B
217562,501,8,0F980ED0022B022C
217625,123,2,ABCD
217673,501,8,0F950ED00228022B
217705,600,1,01
217801,501,8,0F950ED0022A022A
217817,123,2,ABCD
217913,501,8,0F940ED0022D0226
218024,123,2,ABCD
218040,501,8,0F940ED00226022C
218153,501,8,0F950ED402280226
218200,600,1,01
218217,123,2,ABCD
218280,501,8,0F920ED0022E0224
218392,501,8,0F940ED002280226
218425,123,2,ABCD
218521,501,8,0F980ED00229022C
218616,123,2,ABCD
218633,501,8,0F980ED0022D022B
218696,600,1,01
218760,501,8,0F980ED00230022D
218824,123,2,ABCD
218872,501,8,0FA00ED40231022E
219001,501,8,0FA10ED002290228
219016,123,2,ABCD
219111,501,8,0F990ED0022F0224
219192,600,1,01
219208,123,2,ABCD
219240,501,8,0F9F0ED0022B0228
219352,501,8,0F960ED00231022B
219415,123,2,ABCD
219479,501,8,0F940ED00231022B
219591,501,8,0F9B0ED0022B022B
219608,123,2,ABCD
219703,600,1,01
219719,501,8,0F9B0ED00225022A
219815,123,2,ABCD
219831,501,8,0FA00ED0022D022B
219959,501,8,0F950ED0022D022D
220007,123,2,ABCD
220070,501,8,0F910ED0022D0231
220199,501,8,0F9F0ED0022A022C
220215,123,2,ABCD
220311,501,8,0F990ED0022C022A
220406,123,2,ABCD
220438,501,8,0F980ED002340230
220550,501,8,0F950ED00229022A
220614,123,2,ABCD
220677,501,8,0F940ED0022C022A
220694,600,1,01
220790,501,8,0F920ED0022E0229
220806,123,2,ABCD
220918,501,8,0F940ED0022E022E
221014,123,2,ABCD
221029,501,8,0F9A0ED00230022D
221157,501,8,0F940ED0022D022C
221189,600,1,01
221205,123,2,ABCD
221270,501,8,0FA00ED00226022E
221397,501,8,0F980ED0022C022A
221413,123,2,ABCD
221509,501,8,0F980ED002310230
221605,123,2,ABCD
221636,501,8,0F940ED0022D022C
221700,600,1,01
221748,501,8,0F980ED0022F0223
221813,123,2,ABCD
221877,501,8,0F990ED0022D022E
221989,501,8,0F930ED0020401EB
222004,123,2,ABCD
222116,501,8,0F940ED0022E0228
222195,600,1,01
222212,123,2,ABCD
222228,501,8,0F9C0ED0022B022A
222356,501,8,0F950ED0022E022A
222403,123,2,ABCD
222468,501,8,0F9A0ED00231022A
222596,501,8,0F920ED40232022A
222611,123,2,ABCD
222692,600,1,01
222707,501,8,0F990ED00227022E
222803,123,2,ABCD
222836,501,8,0F940ED0022B022A
222948,501,8,0F940ED0022A0226
223011,123,2,ABCD
223075,501,8,0F940ED0022E0229
223187,501,8,0F980ED0022F0228
223203,123,2,ABCD
223316,501,8,0F9F0ED002290232
223411,123,2,ABCD
223426,501,8,0F980ED00225022B
223555,501,8,0F990ED0022B0232
223603,123,2,ABCD
223666,501,8,0F950ED0022C022A
223698,600,1,01
223794,501,8,0F9C0ED0022D022E
223811,123,2,ABCD
223906,501,8,0F980ED00229022F
224002,123,2,ABCD
224034,501,8,0F990ED0022C0229
224146,501,8,0F990ED002280226
224194,600,1,01
224210,123,2,ABCD
224274,501,8,0F980ED0022C022A
224385,501,8,0F9C0ED0022D0228
224401,123,2,ABCD
224514,501,8,0F940ED0022B0232
224609,123,2,ABCD
224626,501,8,0F980ED002300228
224689,600,1,01
224753,501,8,0F940ED0022D0232
224801,123,2,ABCD
224865,501,8,0F950ED0022A022D
224994,501,8,0F9C0ED002300232
225009,123,2,ABCD
225105,501,8,0F9B0ED0022B022C
225202,600,1,01
225233,501,8,0F980ED0022F022A
225345,501,8,0F950ED00232022C
225408,123,2,ABCD
225472,501,8,0FA00ED0022E0228
225585,501,8,0F940ED0022A022C
225601,123,2,ABCD
225697,600,1,01
225713,501,8,0F9B0ED002270222
225809,123,2,ABCD
225824,501,8,0F960ED0022E022E
225952,501,8,0F9B0ED00231022E
226000,123,2,ABCD
226065,501,8,0F940ED0022B0227
226192,501,8,0F9A0ED0022A022A
226208,123,2,ABCD
226304,501,8,0F940ED0022B0229
226400,123,2,ABCD
226432,501,8,0F9B0ED0022B022A
226543,501,8,0FA00ED00224022E
226608,123,2,ABCD
226672,501,8,0F980ED002280226
226688,600,1,01
226784,501,8,0F9B0ED00227022F
226799,123,2,ABCD
226911,501,8,0F980ED0022C022E
227007,123,2,ABCD
227023,501,8,0F950ED00230022B
227151,501,8,0F930ED0022A022D
227198,600,1,01
227263,501,8,0F940ED002290232
227391,501,8,0FA00ED00228022B
227406,123,2,ABCD
227502,501,8,0F950ED0022F0228
227598,123,2,ABCD
227631,501,8,0F930ED0020D01FA
227694,600,1,01
227743,501,8,0F930ED0022C022F
227806,123,2,ABCD
227870,501,8,0F980ED002260231
227982,501,8,0F9B0ED0022E022B
227997,123,2,ABCD
228109,501,8,0F980ED0022F022A
228190,600,1,01
228205,123,2,ABCD
228221,501,8,0F940ED4022C0226
228349,501,8,0F940ED00221021F
228396,123,2,ABCD
228461,501,8,0F950ED002310227
228589,501,8,0F940ED0022C0230
228604,123,2,ABCD
228685,600,1,01
228701,501,8,0F980ED00230022D
228797,123,2,ABCD
228829,501,8,0F930ED0022F022B
228941,501,8,0F940ED0022E0230
229005,123,2,ABCD
229053,501,8,0F9B0ED0022D0228
229180,501,8,0F900ED20231022E
229196,600,1,01
229308,2C,,
229405,123,2,ABCD
229419,501,8,0F950ED002280229
229565,501,8,0F980ED0022D022B
229596,123,2,ABCD
229660,501,8,0F9C0ED00229022A
229691,600,1,01
229787,501,8,0F950ED00223022B
229804,123,2,ABCD
229900,501,8,0F950ED002290229
229995,123,2,ABCD
230012,501,8,0F940ED0022D022D
230139,501,8,0F940ED0022B0228
230187,600,1,01
230203,123,2,ABCD
230251,501,8,0F9F0ED002290227
230379,501,8,0F9B0ECC022D022C
230395,123,2,ABCD
230490,501,8,0FA30ED0022A0228
230602,123,2,ABCD
230619,501,8,0F900ED00230022E
230698,600,1,01
230731,501,8,0F940ED0022C0226
230794,123,2,ABCD
230858,501,8,0F940ED4022C0226
230971,501,8,0F930ED0022C0230
231002,123,2,ABCD
231098,501,8,0F9A0ED4022F022D
231193,600,1,01
231210,501,8,0F9A0ED00230022E
231338,501,8,0F980ED00230022E
231401,123,2,ABCD
231449,501,8,0F900ED0022C022A
231578,501,8,0F960ED002310228
231594,123,2,ABCD
231690,600,1,01
231801,123,2,ABCD
231817,501,8,0F920ED00229022A
231929,501,8,0F980ED0022D022B
231993,123,2,ABCD
232058,501,8,0F9E0ED0022B022B
232169,501,8,0F950ED0022C0228
232185,600,1,01
232201,123,2,ABCD
232297,501,8,0F940ED0022C022B
232393,123,2,ABCD
232409,501,8,0FA00ED00231022B
232537,501,8,0F9D0ED0022F022C
232601,123,2,ABCD
232648,501,8,0F9B0ED0022C0225
232696,600,1,01
232776,501,8,0F940ED00229022B
232792,123,2,ABCD
232888,501,8,0F980ED00231022E
233000,123,2,ABCD
233016,501,8,0F950ED0022D0228
233128,501,8,0F980ED0022F022E
233191,600,1,01
233256,501,8,0F990ED0022F0228
233368,501,8,0F980ED0022D022B
233399,123,2,ABCD
233495,501,8,0F980ED4022D0227
233591,123,2,ABCD
233607,501,8,0F960ED402290223
233687,600,1,01
233735,501,8,0F980ED0022E022E
233799,123,2,ABCD
233847,501,8,0F940ED0022F0228
233975,501,8,0F950ED001FA01DB
233990,123,2,ABCD
234086,501,8,0F940ED0022B022C
234182,600,1,01
234198,123,2,ABCD
234214,501,8,0FA00ED00226022A
234327,501,8,0F940ED0022D0222
234390,123,2,ABCD
234454,501,8,0F950ED0022F022E
234566,501,8,0F950ED402270226
234597,123,2,ABCD
234693,600,1,01
234790,123,2,ABCD
234805,501,8,0F960ED00229022C
234934,501,8,0F980ED0021B0218
234997,123,2,ABCD
235045,501,8,0F9F0ED002300227
235174,501,8,0F950ED0022D022A
235190,600,1,01
235285,501,8,0F980ED00229022A
235399,123,2,ABCD
235413,501,8,0F950ED0022D022A
235525,501,8,0F940ED0022B022A
235589,123,2,ABCD
235652,501,8,0F980ED0022D022C
235685,600,1,01
235764,501,8,0F990ED00231022C
235797,123,2,ABCD
235893,501,8,0F980ED0022D022A
235988,123,2,ABCD
236003,501,8,0F940ED0022F0226
236132,501,8,0FA00ED4022A022C
236196,600,1,01
236244,501,8,0F980ED002110204
236371,501,8,0F950ED0022C022E
236388,123,2,ABCD
236483,501,8,0FA00ED0022A0230
236596,123,2,ABCD
236612,501,8,0F940ED00230022A
236692,600,1,01
236723,501,8,0F990ED00229022B
236787,123,2,ABCD
236851,501,8,0FA00ED0022C022B
236962,501,8,0F990ED0022F022A
236995,123,2,ABCD
237091,501,8,0F950ED0022F022F
237186,123,2,ABCD
237203,501,8,0F9A0ED0022E022B
237330,501,8,0FA20ED002220220
237394,123,2,ABCD
237442,501,8,0F950ED0022B022B
237571,501,8,0F980ED0022B022A
237586,123,2,ABCD
237682,501,8,0F990ED0022D022C
237794,123,2,ABCD
237810,501,8,0F9F0ED0022B022C
237922,501,8,0F980ED0022F0229
237985,123,2,ABCD
238050,501,8,0F9C0ED0022B022E
238162,501,8,0F950ED0022C022E
238193,600,1,01
238305,123,2,ABCD
238385,123,2,ABCD
238401,501,8,0F930ED002280229
238528,501,8,0F950ED00231022C
238592,123,2,ABCD
238640,501,8,0F980ED0022D022B
238688,600,1,01
238769,501,8,0F940ED0022E022D
238784,123,2,ABCD
238881,501,8,0F980ED00231022B
238992,123,2,ABCD
239008,501,8,0F980ED402310227
239120,501,8,0F990ED0022D022B
239185,123,2,ABCD
239248,501,8,0F960ED0022C022A
239360,501,8,0F980ED0022D0228
239391,123,2,ABCD
239488,501,8,0F990ED0022E022E
239584,123,2,ABCD
239599,501,8,0F9A0ED4020F01EC
239680,600,1,01
239728,501,8,0FA00ED0022C022E
239792,123,2,ABCD
239840,501,8,0F980ED0022F022C
239967,501,8,0F980ED002340226
239983,123,2,ABCD
240079,501,8,0F940ED002280226
240175,123,2,ABCD
240191,600,1,01
240206,501,8,0F980ED0022A0228
240319,501,8,0F960ED002220222
240383,123,2,ABCD
240447,501,8,0F950ED00228022A
240559,501,8,0F980ED4022E022A
240574,123,2,ABCD
240686,501,8,0F9A0ED0022C022E
240782,123,2,ABCD
240798,501,8,0FA00ED0022F0230
240926,501,8,0F920ED00234022E
240973,123,2,ABCD
241038,501,8,0FA00ED0022D022B
241167,501,8,0F9B0ED002270234
241181,123,2,ABCD
241277,501,8,0F950ED2022F0228
241373,123,2,ABCD
241406,501,8,0F980ED4022D0230
241518,501,8,0F950ED402310228
241581,123,2,ABCD
241645,501,8,0FA00ED00234022A
241693,600,1,01
241757,501,8,0F920ED00229022C
241773,123,2,ABCD
241885,501,8,0F980ED0022E0229
241980,123,2,ABCD
241997,501,8,0F930ED002300230
242125,501,8,0F980ED00228022B
242173,123,2,ABCD
242188,600,1,01
242236,501,8,0F950ED0022C0224
242365,501,8,0F950ED0022D022B
242381,123,2,ABCD
242477,501,8,0F950ED0022E022E
242572,123,2,ABCD
242604,501,8,0F920ED00228022B
242685,600,1,01
242716,501,8,0F980ED0022A022A
242780,123,2,ABCD
242844,501,8,0F980ED00232022A
242956,501,8,0F990ED00228022C
242972,123,2,ABCD
243084,501,8,0F940ED00229022A
243180,123,2,ABCD
243195,501,8,0F980ED0022C022C
243323,501,8,0F980ED0022E022D
243371,123,2,ABCD
243435,501,8,0F990ED0022C022A
243563,501,8,0FA00ED0022B022A
243579,123,2,ABCD
243675,501,8,0F9A0ECC022C022B
243691,600,1,01
243771,123,2,ABCD
243805,501,8,0F9D0ED0022C0228
243914,501,8,0F940ED0022C0228
243978,123,2,ABCD
244043,501,8,0F980ED00227022B
244155,501,8,0F950ED002290228
244170,123,2,ABCD
244186,600,1,01
244282,501,8,0F940ECD022E0226
244378,123,2,ABCD
244394,501,8,0F9B0ED0022D0226
244523,501,8,0F970ED0022D022E
244570,123,2,ABCD
244633,501,8,0F920ED00229022A
244681,600,1,01
244762,501,8,0F990ED40226022E
244777,123,2,ABCD
244874,501,8,0FA00ED0022D022E
244970,123,2,ABCD
245001,501,8,0F9C0ED0022F022E
245113,501,8,0FA00ED4022F0223
245178,123,2,ABCD
245241,0F9,5,0ED0022D022A
245353,501,8,0F940ED4022D022B
245369,123,2,ABCD
245481,501,8,0F980ED0022E022A
245577,123,2,ABCD
245592,501,8,0F960ED402280227
245688,600,1,01
245721,501,8,0F9A0ED4022D022D
245769,123,2,ABCD
245833,501,8,0F990ED0022D022E
245960,501,8,0F940ED0021301FE
245976,123,2,ABCD
246072,501,8,0F950ED40229022E
246168,123,2,ABCD
246184,600,1,01
246312,501,8,0F980ED0022C022A
246376,123,2,ABCD
246424,501,8,0F930ED002370232
246551,501,8,0FA00ED00232022B
246567,123,2,ABCD
246679,80F,9,40ED00220021Dt6
246775,123,2,ABCD
246792,501,8,0F950ED0022D022D
246904,501,8,0F9D0ED0022F0229
246967,123,2,ABCD
247031,501,8,0F980ED0022D022B
247143,501,8,0F990ED0022D022B
247175,123,2,ABCD
247191,600,1,01
247270,501,8,0F990ED0022B0228
247366,123,2,ABCD
247382,501,8,0F940ED0022D0226
247510,501,8,0F950ED0022D022E
247574,123,2,ABCD
247622,501,8,0F980ED402310230
247686,600,1,01
247750,501,8,0F940ED00231022A
247765,123,2,ABCD
247878,501,8,0F9D0ED00237022B
247973,123,2,ABCD
247990,501,8,0FA00ED0022D022D
248102,501,8,0F970ED0022D022A
248166,123,2,ABCD
248181,600,1,01
248229,501,8,0FA00ED0022F0227
248341,501,8,0F990ED0022C022B
248373,123,2,ABCD
248468,501,8,0F940ED0022C022F
248565,123,2,ABCD
248581,501,8,0FA10ED0022D022A
248677,600,1,01
248709,501,8,0FA00ED40233022A
248773,123,2,ABCD
248821,501,8,0F950ED002290228
248948,501,8,0F940ED0022B022C
248965,123,2,ABCD
249061,501,8,0F950ED0022F022E
249173,123,2,ABCD
249188,600,1,01
249300,501,8,0F9A0ED0022F022C
249364,123,2,ABCD
249428,501,8,0F940ED002300228
249540,501,8,0F980ED0022F0225
249572,123,2,ABCD
249668,501,8,0F980ED002290229
249684,600,1,01
249764,123,2,ABCD
249780,501,8,0F9B0ED0022B0228
249907,501,8,0F980ED0022E022E
249973,123,2,ABCD
250020,501,8,0F980ED002300228
250148,501,8,0FA00ED0022F0228
250163,123,2,ABCD
250179,600,1,01
250259,501,8,0F930ED70230022A
250371,123,2,ABCD
250387,501,8,0F950ED0022C022C
250499,501,8,0F930ED0022F0226
250564,123,2,ABCD
250627,501,8,0F9D0ED0022A022A
250675,600,1,01
250739,501,8,0F980ED00231022E
250771,123,2,ABCD
250867,501,8,0F980ED0022B0229
250963,123,2,ABCD
250979,501,8,0F970ED0022C022D
251107,501,8,0F990ED0022B0226
251171,123,2,ABCD
251186,600,1,01
251219,501,8,0F9F0ED0022E0233
251346,501,8,0F950ED0022D022B
251362,123,2,ABCD
251458,501,8,0F950ED00233022A
251570,123,2,ABCD
251587,501,8,0F950ED00230022E
251683,600,1,01
251697,501,8,0FA00ED0022D0229
251762,123,2,ABCD
251826,501,8,0F950ED0022F022A
251940,501,8,0F980ED00231022C
251970,123,2,ABCD
252065,501,8,0F940ED4022D022E
252161,123,2,ABCD
252177,600,1,01
252305,501,8,0F9F0ED001F701DA
252369,123,2,ABCD
252417,501,8,0F9C0ECC022C0227
252545,501,8,0F9C0ED00234022A
252560,123,2,ABCD
252656,501,8,0F950ED00228022E
252689,600,1,01
252768,123,2,ABCD
252785,501,8,0F9A0ED0022B022B
252897,501,8,0F950ED00232022C
252960,123,2,ABCD
253024,501,8,0F980ED0022A0227
253137,501,8,0F990ED0022F022F
253168,123,2,ABCD
253184,600,1,01
253263,501,8,0F990ED00229022C
253359,123,2,ABCD
253376,501,8,0FA00ED0022B022C
253503,501,8,0F980ED0022D022E
253567,123,2,ABCD
253615,501,8,0F950ED0022B022C
253679,600,1,01
253743,501,8,0F9F0ED00231022E
253758,123,2,ABCD
253854,501,8,0F9A0ED00231022C
253966,123,2,ABCD
253983,501,8,0F960ED0022F0232
254095,501,8,0F950ED0022B0225
254158,123,2,ABCD
254174,600,1,01
254222,501,8,0FA00ED002290227
254334,501,8,0F950ECD022B022E
254366,123,2,ABCD
