4-30-2018-7:20:45109,501,8,0E8A0E9402B502D3
9877,501,8,0E9B0E94029F0298
9892,6B1,8,00DC000C191900D3
9940,600,1,01
9988,6B1,8,00DC000C191900D3
10004,501,8,0E880E940297029F
10036,490,3,900000
10085,200,1,48
10100,6B1,8,00DC000C191900D3
10116,501,8,0EA00E9C029E029E
10133,490,3,900000
10196,6B1,8,00DC000C191900D3
10228,490,3,900000
10244,501,8,0E720E9402A10299
10291,123,2,ABCD
10308,6B1,8,00DC000C191900D3
10326,200,1,48
10340,490,3,900000
10356,501,8,0EA10E8C02A3029C
10404,6B1,8,00DC000C191900D3
10436,490,3,900000
10484,501,8,0EA00E9002A202B4
10499,123,2,ABCD
10516,6B1,8,00DC000C191900D3
10532,490,3,900000
10580,200,1,48
10596,501,8,0E9A0E9402A402A3
10611,6B1,8,00DC000C191900D3
10628,490,3,900000
10692,123,2,ABCD
10724,6B1,8,00DC000C191900D3
10740,601,4,00010000
10819,6B1,8,00DC000C191900D3
10846,200,1,48
10894,123,2,ABCD
10940,6B1,8,00DC000C191900D3
10957,501,8,0EA80E9402AA029A
11036,6B1,8,00DC000C191900D3
11084,501,8,0EA00E9002A102AA
11106,123,2,ABCD
11135,490,3,900000
11196,501,8,0EA10E90029F02A0
11227,490,3,900000
11244,6B1,8,00DC000C191900D3
11292,123,2,ABCD
11337,501,8,0E9B0E9402A302A4
11444,490,3,900000
11492,123,2,ABCD
11525,490,3,900000
11556,6B1,8,00DC000C191900D3
11573,200,1,48
11636,490,3,900000
11652,6B1,8,00DC000C191900D3
11668,501,8,0E940E90029B029B
11700,123,2,ABCD
11733,490,3,900000
11764,6B1,8,00DC000C191900D3
11796,501,8,0E9F0E94029F029B
11829,200,1,48
11860,6B1,8,00DC000C191900D3
11893,123,2,ABCD
11908,501,8,0E990E9002A0029C
11924,490,3,900000
11941,600,1,01
11972,6B1,8,00DC000C191900D3
12020,490,3,900000
12036,501,8,0E9C0E90029D029B
12068,6B1,8,00DC000C191900D3
12084,200,1,48
12099,123,2,ABCD
12132,490,3,900000
12147,501,8,0EA00E9202AC02A2
12180,6B1,8,00DC000C191900D3
12228,490,3,900000
12276,501,8,0E9F0E9002A4029F
12291,123,2,ABCD
12324,200,1,48
12388,6B1,8,00DC000C191900D3
12419,490,3,900000
12436,600,1,01
12484,6B1,8,00DC000C191900D3
12499,123,2,ABCD
12517,501,8,0E980E9402A402A1
12532,490,3,900000
12579,200,1,48
12597,6B1,8,00DC000C191900D3
12634,490,3,900000
12694,6B1,8,00DC000C191900D3
12723,490,3,900000
12757,501,8,0E9B0E9402A002A1
12804,6B1,8,00DC000C191900D3
12819,200,1,48
12867,501,8,0E940E9002A702A0
12898,123,2,ABCD
12933,490,3,900000
13000,501,8,0EA00E9002A5029A
13012,6B1,8,00DC000C191900D3
13027,490,3,900000
13074,200,1,48
13091,123,2,ABCD
13106,6B1,8,00DC000C191900D3
13122,490,3,900000
13218,6B1,8,00DC000C191900D3
13234,501,8,0E9F0E90029F02A3
13297,123,2,ABCD
13314,6B1,8,00DC000C191900D3
13330,200,1,48
13345,501,8,0EA00E90029C02A2
13441,6B1,8,00DC000C191900D3
13473,501,8,0EA60E9002A7029E
13489,123,2,ABCD
13520,490,3,900000
13568,200,1,48
13585,501,8,0EA80E9002A202A2
13616,490,3,900000
13633,6B1,8,00DC000C191900D3
13697,123,2,ABCD
13712,501,8,0E9A0E94029A029A
13728,490,3,900000
13840,200,1,48
13888,123,2,ABCD
13920,490,3,900000
13936,600,1,01
13953,501,8,0E9E0E9402A4029E
14016,490,3,900000
14048,6B1,8,00DC000C191900D3
14065,200,1,48
14096,123,2,ABCD
14128,490,3,900000
14144,6B1,8,00DC000C191900D3
14192,501,8,0E9C0E9C02A302A0
14223,490,3,900000
14256,6B1,8,00DC000C191900D3
14288,123,2,ABCD
14304,501,8,0E990E94029A029E
14319,200,1,48
14352,6B1,8,00DC000C191900D3
14416,490,3,900000
14431,501,8,0E9E0E92029D02A0
14464,6B1,8,00DC000C191900D3
14496,123,2,ABCD
14512,490,3,900000
14527,400,0,10
14543,501,8,0E960E9002A402A4
14560,6B1,8,00DC000C191900D3
14575,200,1,48
14624,490,3,900000
14672,6B1,8,00DC000C191900D3
14687,123,2,ABCD
14720,490,3,900000
14768,6B1,8,00DC000C191900D3
14783,501,8,0E9A0E9402A802A6
14816,200,1,48
14879,6B1,8,00DC000C191900D3
14895,123,2,ABCD
14911,501,8,0EA30E9002A502A3
14926,600,1,01
14974,6B1,8,00DC000C191900D3
15023,490,3,900000
15071,200,1,48
15086,6B1,8,00DC000C191900D3
15119,490,3,900000
15151,501,8,0EA00E9002A5029F
15182,6B1,8,00DC000C191900D3
15215,490,3,900000
15263,501,8,0E970E9402A0029C
15294,123,2,ABCD
15311,200,1,48
15390,501,8,0EA00E90029D029C
15423,490,3,900000
15438,600,1,01
15486,123,2,ABCD
15502,6B1,8,00DC000C191900D3
15519,490,3,900000
15566,200,1,48
15598,6B1,8,00DC000C191900D3
15614,490,3,900000
15634,501,8,0EA90E9402A402A2
15696,123,2,ABCD
15710,6B1,8,00DC000C191900D3
15742,501,8,0EA40E90029A02A4
15806,6B1,8,00DC000C191900D3
15822,200,1,48
15870,501,8,0EA00E9402A0029B
15887,123,2,ABCD
15918,490,3,900000
15934,600,1,01
15983,501,8,0E9F0E9402A402A2
16014,490,3,900000
16062,200,1,48
16093,123,2,ABCD
16109,501,8,0E9C0EAC029B029E
16126,6B1,8,00DC000C191900D3
16237,490,3,900000
16286,123,2,ABCD
16317,200,1,48
16334,6B1,8,00DC000C191900D3
16349,501,8,0E9C0E9002A102A0
16413,490,3,900000
16429,600,1,01
16461,501,8,0E9E0E9002A40298
16493,123,2,ABCD
16509,490,3,900000
16541,6B1,8,00DC000C191900D3
16557,200,1,48
16588,501,8,0E9F0E7C029D02A0
16621,490,3,900000
16653,6B1,8,00DC000C191900D3
16684,123,2,ABCD
16700,501,8,0E980E9002A0029E
16717,490,3,900000
16748,6B1,8,00DC000C191900D3
16812,200,1,48
16829,501,8,0EBC0E90029902A1
16860,6B1,8,00DC000C191900D3
16892,123,2,ABCD
16908,490,3,900000
16925,600,1,01
16940,501,8,0E9B0E8C02A202A3
16956,6B1,8,00DC000C191900D3
17020,490,3,900000
17068,6B1,8,00DC000C191900D3
17085,123,2,ABCD
17116,490,3,900000
17164,6B1,8,00DC000C191900D3
17180,501,8,0E9B0E9002AB029E
17212,490,3,900000
17276,6B1,8,00DC000C191900D3
17292,123,2,ABCD
17321,501,8,0E980E90028E0298
17369,6B1,8,00DC000C191900D3
17417,490,3,900000
17432,600,1,01
17480,6B1,8,00DC000C191900D3
17514,490,3,900000
17545,501,8,0EA60E9002A1029E
17561,200,1,48
17577,6B1,8,00DC000C191900D3
17609,490,3,900000
17657,501,8,0E9A0E9002A502A3
17688,123,2,ABCD
17704,490,3,900000
17786,501,8,0E9D0E9402A102A3
17817,200,1,48
17881,123,2,ABCD
17896,6B1,8,00DC000C191900D3
17912,490,3,900000
17929,600,1,01
17992,6B1,8,00DC000C191900D3
18008,490,3,900000
18026,501,8,0EAA0E90029E029E
18056,200,1,48
18087,123,2,ABCD
18104,6B1,8,00DC000C191900D3
18137,501,8,0EA00E9002A60298
18200,6B1,8,00DC000C191900D3
18216,490,3,900000
18264,501,8,0E9F0E9002A502A4
18281,123,2,ABCD
18318,200,1,48
18382,501,8,0EA10E90029F02A3
18414,490,3,900000
18430,600,1,01
18478,123,2,ABCD
18526,501,8,0E9A0E9402AD02A4
18557,200,1,48
18607,490,3,900000
18622,6B1,8,00DC000C191900D3
18686,123,2,ABCD
18701,490,3,900000
18718,6B1,8,00DC000C191900D3
18749,501,8,0EAC0E9602A5029C
18813,200,1,48
18830,6B1,8,00DC000C191900D3
18861,501,8,0EA20E9402A402A3
18877,123,2,ABCD
18909,490,3,900000
18925,600,1,01
18990,501,8,0E9E0E9002A1029C
19005,490,3,900000
19038,6B1,8,00DC000C191900D3
19053,200,1,48
19086,123,2,ABCD
19100,501,8,0EB00E9402A1029A
19148,C19,1,900D
19213,490,3,900000
19229,501,8,0EA10E9402A0029A
19244,6B1,8,00DC000C191900D3
19277,123,2,ABCD
19308,200,1,48
19341,501,8,0EB00E94029D029A
19356,6B1,8,00DC000C191900D3
19405,490,3,900000
19437,600,1,01
19452,6B1,8,00DC000C191900D3
19468,501,8,0E9F0E9402A3029B
19485,123,2,ABCD
19500,490,3,900000
19548,200,1,48
19564,6B1,8,00DC000C191900D3
19580,501,8,0E9D0E9402A0029E
19612,490,3,900000
19660,6B1,8,00DC000C191900D3
19676,123,2,ABCD
19694,501,8,0E700E90029C029E
19708,490,3,900000
19772,6B1,8,00DC000C191900D3
19803,200,1,48
19820,501,8,0E9E0E98029D02A2
19868,6B1,8,00DC000C191900D3
19884,123,2,ABCD
19899,490,3,900000
19933,600,1,01
19980,6B1,8,00DC000C191900D3
20011,490,3,900000
20059,200,1,48
20076,6B1,8,00DC000C191900D3
20107,490,3,900000
20188,501,8,0EB00E9402A202A4
20205,490,3,900000
20283,123,2,ABCD
20312,501,8,0EA00E9402A4029A
20392,6B1,8,00DC000C191900D3
20410,490,3,900000
20425,501,8,0EA60E9402A1029C
20472,123,2,ABCD
20488,6B1,8,00DC000C191900D3
20504,490,3,900000
20537,501,8,0EA40E94029C02A2
20552,200,1,48
20600,6B1,8,00DC000C191900D3
20664,501,8,0E9F0E9402A102A2
20680,123,2,ABCD
20695,6B1,8,00DC000C191900D3
20712,601,4,00010000
20776,501,8,0EA40E8602A902A2
20814,200,1,48
20878,123,2,ABCD
20893,501,8,0EAC0E90029802A1
20910,490,3,900000
20926,600,1,01
21005,490,3,900000
21022,501,8,0E9A0E9402A702A1
21053,200,1,48
21070,123,2,ABCD
21101,490,3,900000
21118,6B1,8,00DC000C191900D3
21134,501,8,0EA50E94029C02A2
21197,490,3,900000
21230,3,,
21261,501,8,0E990E90029802A2
21278,123,2,ABCD
21293,200,1,48
21309,490,3,900000
21325,6B1,8,00DC000C191900D3
21373,501,8,0EA00E90029F02A0
21405,490,3,900000
21421,600,1,01
21438,6B1,8,00DC000C191900D3
21469,123,2,ABCD
21501,501,8,0E980E90029D029F
21533,6B1,8,00DC000C191900D3
21548,200,1,48
21598,490,3,900000
21613,501,8,0EA80E90029A02AA
21645,6B1,8,00DC000C191900D3
21677,123,2,ABCD
21693,490,3,900000
21741,501,8,0E9F0E9002A0029A
21804,200,1,48
21852,6B1,8,00DC000C191900D3
21868,123,2,ABCD
21900,490,3,900000
21933,600,1,01
21948,6B1,8,00DC000C191900D3
21981,501,8,0EA00E90029A02A2
21997,490,3,900000
22045,200,1,48
22060,6B1,8,00DC000C191900D3
22076,123,2,ABCD
22093,501,8,0E980E940290029E
22156,6B1,8,00DC000C191900D3
22205,490,3,900000
22220,501,8,0EA30E8F02920298
22268,6B1,8,00DC000C191900D3
22301,200,1,48
22332,501,8,0EA00E9402B602A0
22364,6B1,8,00DC000C191900D3
22396,490,3,900000
22428,600,1,01
22461,501,8,0E9F0E9402A002A0
22476,6B1,8,00DC000C191900D3
22492,490,3,900000
22541,200,1,48
22572,6B1,8,00DC000C191900D3
22604,490,3,900000
22668,123,2,ABCD
22684,6B1,8,00DC000C191900D3
22700,501,8,0EA00E9402A202A0
22779,6B1,8,00DC000C191900D3
22796,200,1,48
22813,501,8,0E9A0E94029D02A0
22875,123,2,ABCD
22891,6B1,8,00DC000C191900D3
22924,600,1,01
22939,501,8,0E9F0E9002A8029F
22987,6B1,8,00DC000C191900D3
23004,490,3,900000
23051,200,1,48
23068,123,2,ABCD
23099,6B1,8,00DC000C191900D3
23179,501,8,0E9F0E9402A502A5
23197,490,3,900000
23276,123,2,ABCD
23306,501,8,0EA50E94029802A3
23402,490,3,900000
23418,501,8,0EA00E9002A4029F
23434,600,1,01
23466,123,2,ABCD
23497,490,3,900000
23514,6B1,8,00DC000C191900D3
23532,501,8,0E980E6C029F02A2
23547,200,1,48
23594,490,3,900000
23610,6B1,8,00DC000C191900D3
23657,501,8,0E9E0E94029D029C
23674,123,2,ABCD
23690,490,3,900000
23722,6B1,8,00DC000C191900D3
23770,501,8,0E9E0E940293029A
23786,200,1,48
23801,490,3,900000
23817,6B1,8,00DC000C191900D3
23865,123,2,ABCD
23898,501,8,0ED20E9002990299
23929,6B1,8,00DC000C191900D3
23994,490,3,900000
24009,501,8,0EA00E90029602A1
24025,6B1,8,00DC000C191900D3
24042,200,1,48
24075,123,2,ABCD
24090,490,3,900000
24137,501,8,0E9A0E9402A402A0
24202,490,3,900000
24235,6B1,8,00DC000C191900D3
24250,501,8,0E990E9002AB029F
24266,123,2,ABCD
24297,200,1,48
24345,6B1,8,00DC000C191900D3
24377,501,8,0E9B0E9002A602A0
24393,490,3,900000
24425,600,1,01
24441,6B1,8,00DC000C191900D3
24472,123,2,ABCD
24489,501,8,0EA00EA402A402A2
24537,200,1,48
24553,6B1,8,00DC000C191900D3
24585,490,3,900000
24601,601,4,00010000
24617,501,8,0E9F0E90029D029F
24649,6B1,8,00DC000C191900D3
24665,123,2,ABCD
24698,490,3,900000
24728,501,8,0E9D0E9002A6029E
24761,6B1,8,00DC000C191900D3
24792,200,1,48
24857,501,8,0EA00E9002A002A3
24872,123,2,ABCD
24888,490,3,900000
24936,600,1,01
24969,6B1,8,00DC000C191900D3
24984,490,3,900000
25048,200,1,48
25065,123,2,ABCD
25096,501,8,0E880E9002AB029F
25177,6B1,8,00DC000C191900D3
25192,490,3,900000
25208,501,8,0EA20E94029E029E
25273,123,2,ABCD
25288,200,1,48
25320,501,8,0E9F0E940299029E
25385,6B1,8,00DC000C191900D3
25433,600,1,01
25448,501,8,0E950E94029E02A4
25464,123,2,ABCD
25480,6B1,8,00DC000C191900D3
25496,490,3,900000
25543,200,1,48
25560,501,8,0EC10E9702A402A2
25591,6B1,8,00DC000C191900D3
25672,123,2,ABCD
25703,501,8,0EA00E90029A028E
25782,200,1,48
25798,601,4,00010000
25813,501,8,0E940E9002A302A4
25861,123,2,ABCD
25894,490,3,900000
25925,501,8,0E9C0E9002A002A4
25990,490,3,900000
26007,6B1,8,00DC000C191900D3
26037,200,1,48
26054,501,8,0EA00E94029702A0
26069,123,2,ABCD
26085,490,3,900000
26102,6B1,8,00DC000C191900D3
26164,501,8,0E9B0E9402A40298
26181,490,3,900000
26214,6B1,8,00DC000C191900D3
26260,123,2,ABCD
26297,501,8,0E9C0E9002A0029A
26313,6B1,8,00DC000C191900D3
26393,490,3,900000
26409,501,8,0E9C0E9002A302A3
26424,6B1,8,00DC000C191900D3
26472,123,2,ABCD
26489,490,3,900000
26521,501,8,0E9A0E94029E02A6
26536,200,1,48
26584,490,3,900000
26632,6B1,8,00DC000C191900D3
26648,501,8,0EA00E9002A1029E
26665,123,2,ABCD
26680,490,3,900000
26728,6B1,8,00DC000C191900D3
26761,501,8,0E9F0E90029D02A0
26792,200,1,48
26840,6B1,8,00DC000C191900D3
26856,123,2,ABCD
26888,501,8,0E9F0E9402A9029F
26920,600,1,01
26936,6B1,8,00DC000C191900D3
26984,490,3,900000
27000,501,8,0E9F0E9402A002A2
27031,200,1,48
27048,6B1,8,00DC000C191900D3
27064,123,2,ABCD
27081,490,3,900000
27128,501,8,0EA00E8C02A3029C
27144,6B1,8,00DC000C191900D3
27191,490,3,900000
27239,501,8,0E9F0E9202A0029F
27256,6B1,8,00DC000C191900D3
27288,200,1,48
27351,6B1,8,00DC000C191900D3
27368,501,8,0E900E9002A5029E
27384,490,3,900000
27432,600,1,01
27463,6B1,8,00DC000C191900D3
27480,501,8,0EA00E9402A602A2
27528,200,1,48
27559,6B1,8,00DC000C191900D3
27592,490,3,900000
27607,501,8,0E900E8C02A3029C
27655,123,2,ABCD
27672,6B1,8,00DC000C191900D3
27688,490,3,900000
27720,501,8,0EA90E90029F0298
27767,6B1,8,00DC000C191900D3
27784,200,1,48
27848,501,8,0EB00E9002A102A0
27863,123,2,ABCD
27879,6B1,8,00DC000C191900D3
27929,600,1,01
27959,501,8,0E990E9002A102AA
27975,6B1,8,00DC000C191900D3
27991,490,3,900000
28039,200,1,48
28054,123,2,ABCD
28095,501,8,0E9A0E8702A5029E
28175,490,3,900000
28191,6B1,8,00DC000C191900D3
28207,501,8,0EA00E9002A9029C
28255,123,2,ABCD
28301,200,1,48
28318,501,8,0EA80E9402A002A0
28382,490,3,900000
28397,6B1,8,00DC000C191900D3
28430,600,1,01
28446,501,8,0EA00E8C02A2029A
28461,123,2,ABCD
28478,490,3,900000
28494,6B1,8,00DC000C191900D3
28526,200,1,48
28557,501,8,0EA00E9402A702A1
28590,490,3,900000
28605,6B1,8,00DC000C191900D3
28654,123,2,ABCD
28686,501,8,0E990E94029C029E
28702,6B1,8,00DC000C191900D3
28781,200,1,48
28798,501,8,0E9B0E8C029B029C
28813,6B1,8,00DC000C191900D3
28861,123,2,ABCD
28877,490,3,900000
28910,6B1,8,00DC000C191900D3
28925,501,8,0EA00E9402A0029A
28973,490,3,900000
28990,210,3,900000
29021,6B1,8,00DC000C191900D3
29037,200,1,48
29054,123,2,ABCD
29085,490,3,900000
29118,6B1,8,00DC000C191900D3
29166,501,8,0EA00E9402A202A1
29181,490,3,900000
29230,6B1,8,00DC000C191900D3
29262,123,2,ABCD
29289,200,1,48
29337,6B1,8,00DC000C191900D3
29385,490,3,900000
29401,501,8,0EA00E90029F0296
29433,600,1,01
29464,123,2,ABCD
29482,490,3,900000
29512,501,8,0E9B0E9402A102AA
29528,200,1,48
29545,6B1,8,00DC000C191900D3
29576,490,3,900000
29641,501,8,0E9F0E8C029C029C
29657,123,2,ABCD
29672,490,3,900000
29754,6B1,8,00DC000C191900D3
29784,200,1,48
29848,6B1,8,00DC000C191900D3
29865,123,2,ABCD
29880,501,8,0E980E9402A0029C
29928,600,1,01
29961,6B1,8,00DC000C191900D3
29976,490,3,900000
29992,501,8,0E950E90029E029C
30024,200,1,48
30057,123,2,ABCD
30072,490,3,900000
30120,501,8,0EA00E90029B029B
30169,6B1,8,00DC000C191900D3
30184,490,3,900000
30232,501,8,0EA40E9402A20282
30264,123,2,ABCD
30279,200,1,48
30360,501,8,0E9F0E8C02A002A4
30375,6B1,8,00DC000C191900D3
30424,600,1,01
30456,123,2,ABCD
30486,490,3,900000
30518,200,1,48
30582,490,3,900000
30598,501,8,0EA30E9002A402A3
30661,123,2,ABCD
30678,490,3,900000
30709,501,8,0E9A0E94029C02B2
30773,200,1,48
30790,6B1,8,00DC000C191900D3
30838,501,8,0E980E94029102A1
30854,123,2,ABCD
30869,490,3,900000
30885,6B1,8,00DC000C191900D3
30933,600,1,01
30950,501,8,0E990E90029E0288
30981,490,3,900000
30997,6B1,8,00DC000C191900D3
31029,200,1,48
31061,123,2,ABCD
31077,490,3,900000
31108,190,0,D3
31173,490,3,900000
31189,501,8,0EA00E9402AC029E
31205,6B1,8,00DC000C191900D3
31253,123,2,ABCD
31268,200,1,48
31316,6B1,8,00DC000C191900D3
31380,490,3,900000
31413,6B1,8,00DC000C191900D3
31428,600,1,01
31461,123,2,ABCD
31476,490,3,900000
31525,6B1,8,00DC000C191900D3
31557,501,8,0EA00E9002A4029D
31572,490,3,900000
31620,6B1,8,00DC000C191900D3
31653,123,2,ABCD
31668,490,3,900000
31732,6B1,8,00DC000C191900D3
31765,200,1,48
31781,490,3,900000
31796,501,8,0E9F0E9002A102A5
31828,6B1,8,00DC000C191900D3
31860,123,2,ABCD
31876,490,3,900000
31908,501,8,0EA40E9402A2029E
31925,600,1,01
31940,6B1,8,00DC000C191900D3
31973,490,3,900000
32020,200,1,48
32036,501,8,0EA80E9002A802A4
32052,123,2,ABCD
32068,490,3,900000
32148,6B1,8,00DC000C191900D3
32164,490,3,900000
32179,601,4,00010000
32244,6B1,8,00DC000C191900D3
32260,123,2,ABCD
32281,200,1,48
32346,6B1,8,00DC000C191900D3
32377,490,3,900000
32393,501,8,0E9F0E9002A502A6
32425,600,1,01
32458,123,2,ABCD
32474,490,3,900000
32506,501,8,0EA00E9602A20298
32522,200,1,48
32554,6B1,8,00DC000C191900D3
32570,490,3,900000
32633,501,8,0EA00E9002A002A6
32649,123,2,ABCD
32666,6B1,8,00DC000C191900D3
32745,501,8,0EA00E9002A1029E
32761,6B1,8,00DC000C191900D3
32778,200,1,48
32858,123,2,ABCD
32880,6B1,8,00DC000C191900D3
32928,600,1,01
32976,490,3,900000
32992,501,8,0E9B0E90029C02A0
33024,200,1,48
33056,123,2,ABCD
33071,490,3,900000
33106,501,8,0E9F0E9002A402A2
33167,490,3,900000
33183,6B1,8,00DC000C191900D3
33231,501,8,0EA80E9002A0029E
33248,123,2,ABCD
33264,200,1,48
33279,6B1,8,00DC000C191900D3
33344,501,8,0E9A0E9402A1029C
33376,490,3,900000
33391,6B1,8,00DC000C191900D3
33423,600,1,01
33456,123,2,ABCD
33472,490,3,900000
33487,6B1,8,00DC000C191900D3
33520,200,1,48
33568,490,3,900000
33584,501,8,0EA40E9002A202A2
33599,6B1,8,00DC000C191900D3
33647,123,2,ABCD
33664,490,3,900000
33695,6B1,8,00DC000C191900D3
33712,501,8,0EA20E9402A502AE
33759,200,1,48
33774,490,3,900000
33807,6B1,8,00DC000C191900D3
33824,501,8,0E940E9402A502B0
33855,123,2,ABCD
33871,490,3,900000
33903,6B1,8,00DC000C191900D3
33919,600,1,01
33951,501,8,0EB00E8F02B202D2
33967,490,3,900000
34015,6B1,8,00DC000C191900D3
34047,123,2,ABCD
34063,490,3,900000
34111,6B1,8,00DC000C191900D3
34175,490,3,900000
34190,501,8,0EA40E9C0333039A
34223,6B1,8,00DC000C191900D3
34254,123,2,ABCD
34271,200,1,48
34302,501,8,0E9F0E9C038E03F0
34319,6B1,8,00DC000C191900D3
34367,490,3,900000
34431,600,1,01
34446,123,2,ABCD
34462,490,3,900000
34510,200,1,48
34527,6B1,8,00DC000C191900D3
34543,501,8,0E960EA004CE054C
34558,490,3,900000
34574,210,3,900000
34642,6B1,8,00DC000C191900D3
34654,123,2,ABCD
34670,490,3,900000
34735,6B1,8,00DC000C191900D3
34766,200,1,48
34782,501,8,0E920E96045E04DC
34847,6B1,8,00DC000C191900D3
34863,490,3,900000
34910,501,8,0E980E98042E04B2
34926,600,1,01
34942,6B1,8,00DC000C191900D3
34958,490,3,900000
35022,200,1,48
35053,123,2,ABCD
35069,490,3,900000
35149,501,8,0E980E9404190486
35165,6B1,8,00DC000C191900D3
35246,123,2,ABCD
35272,6B1,8,00DC000C191900D3
35369,490,3,900000
35384,501,8,0E900E9C039D040B
35432,600,1,01
35449,123,2,ABCD
35464,490,3,900000
35512,501,8,0E930E9C037A03CA
35560,490,3,900000
35576,6B1,8,00DC000C191900D3
35624,501,8,0E920E9C03490394
35640,123,2,ABCD
35655,490,3,900000
35674,6B1,8,00DC000C191900D3
35753,501,8,0E980E9C0321034E
35768,200,1,48
35784,6B1,8,00DC000C191900D3
35848,123,2,ABCD
35863,490,3,900000
35880,6B1,8,00DC000C191900D3
35928,600,1,01
35960,490,3,900000
35992,501,8,0E900E9603220357
36008,200,1,48
36040,123,2,ABCD
36056,490,3,900000
36088,6B1,8,00DC000C191900D3
36104,501,8,0E920E9C0338037C
36167,490,3,900000
36201,6B1,8,00DC000C191900D3
36231,501,8,0E900E960344038E
36247,123,2,ABCD
36263,200,1,48
36295,6B1,8,00DC000C191900D3
36343,501,8,0E8B0E94034B0398
36360,490,3,900000
36408,6B1,8,00DC000C191900D3
36424,600,1,01
36439,123,2,ABCD
36455,490,3,900000
36472,501,8,0E900E90036303AE
36503,6B1,8,00DC000C191900D3
36568,490,3,900000
36583,501,8,0E950E94037203C6
36615,6B1,8,00DC000C191900D3
36647,123,2,ABCD
36663,490,3,900000
36711,501,8,0E8B0E96037603C6
36759,200,1,48
36823,6B1,8,00DC000C191900D3
36838,123,2,ABCD
36855,490,3,900000
36919,600,1,01
36935,501,8,0E990E96035B03B4
36967,490,3,900000
37015,200,1,48
37031,6B1,8,00DC000C191900D3
37046,123,2,ABCD
37063,490,3,900000
37127,6B1,8,00DC000C191900D3
37158,490,3,900000
37175,501,8,0E950E95037303C3
37239,6B1,8,00DC000C191900D3
37254,200,1,48
37302,501,8,0E960E96038A03DA
37335,6B1,8,00DC000C191900D3
37366,490,3,900000
37414,501,8,0E930E95039903E6
37431,600,1,01
37447,123,2,ABCD
37462,490,3,900000
37510,200,1,48
37543,501,8,0E930E95039203E2
37558,490,3,900000
37638,123,2,ABCD
37669,6B1,8,00DC000C191900D3
37750,200,1,48
37764,6B1,8,00DC000C191900D3
37781,501,8,0E980E97036203C6
37845,123,2,ABCD
37861,490,3,900000
37893,501,8,0E980E94033C0382
37924,600,1,01
37957,490,3,900000
37973,6B1,8,00DC000C191900D3
38005,200,1,48
38020,501,8,0E920EA003100346
38037,123,2,ABCD
38053,490,3,900000
38068,6B1,8,00DC000C191900D3
38132,501,8,0E930E960312034B
38149,490,3,900000
38166,601,4,00010000
38180,6B1,8,00DC000C191900D3
38245,123,2,ABCD
38268,200,1,48
38285,6B1,8,00DC000C191900D3
38364,490,3,900000
38381,501,8,0E910E9503170351
38428,600,1,01
38444,123,2,ABCD
38460,490,3,900000
38493,6B1,8,00DC000C191900D3
38508,200,1,48
38556,490,3,900000
38588,6B1,8,00DC000C191900D3
38620,501,8,0E920E9602E90313
38636,123,2,ABCD
38652,490,3,900000
38699,6B1,8,00DC000C191900D3
38732,501,8,0E960E9502D002F3
38747,200,1,48
38764,490,3,900000
38796,6B1,8,00DC000C191900D3
38844,123,2,ABCD
38859,490,3,900000
38907,6B1,8,00DC000C191900D3
38923,600,1,01
38956,490,3,900000
38971,501,8,0E910E9602C502DE
39004,200,1,48
39036,123,2,ABCD
39052,490,3,900000
39100,501,8,0E940E8702C802D2
39115,6B1,8,00DC000C191900D3
39148,490,3,900000
39212,6B1,8,00DC000C191900D3
39243,123,2,ABCD
39260,200,1,48
39323,6B1,8,00DC000C191900D3
39339,501,8,0EA10E9602AD02B3
39356,490,3,900000
39419,6B1,8,00DC000C191900D3
39435,123,2,ABCD
39451,490,3,900000
39501,200,1,48
39531,6B1,8,00DC000C191900D3
39547,490,3,900000
39579,501,8,0E900E9602A402A7
39627,6B1,8,00DC000C191900D3
39643,123,2,ABCD
39659,490,3,900000
39691,501,8,0E950E9502A702A6
39740,6B1,8,00DC000C191900D3
39755,200,1,48
39819,501,8,0EA00EA002A402A8
39834,123,2,ABCD
39851,490,3,900000
39915,600,1,01
39930,501,8,0E940EA002A802A3
39947,6B1,8,00DC000C191900D3
39994,200,1,48
40042,123,2,ABCD
40059,490,3,900000
40154,6B1,8,00DC000C191900D3
40171,501,8,0E950E9702A102A5
40234,123,2,ABCD
40263,200,1,48
40294,501,8,0E980E9602A40299
40358,490,3,900000
40422,501,8,0E8B0E9602A902A7
40438,123,2,ABCD
40454,490,3,900000
40502,200,1,48
40534,501,8,0E960E9402AC02AA
40550,490,3,900000
40567,6B1,8,00DC000C191900D3
40629,123,2,ABCD
40646,490,3,900000
40662,501,8,0E950E9402A402A3
40742,200,1,48
40758,490,3,900000
40774,6B1,8,00DC000C191900D3
40837,123,2,ABCD
40854,490,3,900000
40870,6B1,8,00DC000C191900D3
40902,501,8,0E980E9602A10293
40918,600,1,01
40949,490,3,900000
40982,6B1,8,00DC000C191900D3
40997,200,1,48
41014,501,8,0E920E9702A102A3
41030,123,2,ABCD
41045,490,3,900000
41078,6B1,8,00DC000C191900D3
41126,501,8,0E9F0E9502A602A3
41157,490,3,900000
41189,6B1,8,00DC000C191900D3
41237,123,2,ABCD
41261,200,1,48
41293,6B1,8,00DC000C191900D3
41341,490,3,900000
41373,501,8,0E950E95029E029B
41405,6B1,8,00DC000C191900D3
41421,600,1,01
