3544,123,2,ABCD
3588,490,3,900000
3634,6B1,8,00DC0010191900D7
3681,200,1,48
3713,501,8,0E9F0E9C02A402A3
3729,123,2,ABCD
3746,6B1,8,00DC0010191900D7
3777,490,3,900000
3825,501,8,0EA00E9702A402A4
3841,6B1,8,00DC0010191900D7
3873,490,3,900000
3937,200,1,48
3953,6B1,8,00DC0010191900D7
3989,490,3,900000
4051,6B1,8,00DC0010191900D7
4064,501,8,0EA00E9C02A402A2
4080,490,3,900000
4128,123,2,ABCD
4161,6B1,8,00DC0010191900D7
4176,200,1,48
4193,501,8,0EAA0E9702A002A2
4224,600,1,01
4257,6B1,8,00DC0010191900D7
4272,490,3,900000
4305,501,8,0E9F0E9702A1029E
4336,123,2,ABCD
4369,6B1,8,00DC0010191900D7
4384,490,3,900000
4417,7E3,8,0201010000000000
4432,200,1,48
4448,7E3,8,03170A0400000000
4465,6B1,8,00DC0010191900D7
4480,490,3,900000
4528,123,2,ABCD
4544,501,8,0E980E9C02A002A0
4576,6B1,8,00DC0010191900D7
4688,501,8,0EA90E9702A7029B
4719,600,1,01
4735,123,2,ABCD
4797,490,3,900000
4878,490,3,900000
4909,501,8,0EA00E9702AA029E
4926,200,1,48
4974,490,3,900000
4990,6B1,8,00DC0010191900D7
5038,A1
,,
5085,490,3,900000
5133,123,2,ABCD
5150,501,8,0EA50E9C02A202A0
5184,200,1,48
5198,6B1,8,00DC0010191900D7
5213,600,1,01
5277,501,8,0EAA0E9502A5029E
5293,6B1,8,00DC0010191900D7
5325,123,2,ABCD
5373,490,3,900000
5389,501,8,0EA50E9C02A602A0
5405,6B1,8,00DC0010191900D7
5421,7E3,8,0201010000000000
5437,7EB,8,0341018100000000
5454,7E3,8,03170AFA00000000
5469,7E3,8,3007000000000000
5485,490,3,900000
5502,6B1,8,00DC0010191900D7
5538,123,2,ABCD
5581,490,3,900000
5614,6B1,8,00DC0010191900D7
5629,501,8,0EA30E9C02A3029A
5677,200,1,48
5709,6B1,8,00DC0010191900D7
5724,600,1,01
5757,9A
,,
5772,490,3,900000
5820,6B1,8,00DC0010191900D7
5868,501,8,0EA40E9C02A702A5
5885,490,3,900000
5917,6B1,8,00DC0010191900D7
5932,200,1,48
5980,490,3,900000
5997,501,8,0EA80E9C02A0029E
6028,6B1,8,00DC0010191900D7
6076,490,3,900000
6109,501,8,0EA80E9702A302A3
6125,7E3,8,02B0000000000000
6140,7EB,8,102BF000FFFFFFFF
6162,7EB,8,21FFFFFFFFFF0000
6186,7E3,8,0322F00F00000000
6201,7EB,8,0562F00A00100000
6217,600,1,01
6244,501,8,0EAB0E9C029F02A0
6265,7E3,8,0322F00400000000
6279,7EB,8,0562F00410430000
6292,7E3,8,0322F00C00000000
6323,7E3,8,0322F00D00000000
6340,6B1,8,00DC0010191900D7
6384,501,8,0EA80EA002A302A2
6400,7E3,8,0322F20000000000
6444,200,1,48
6486,7E3,8,0201010000000000
6510,7EB,8,21979FFCA0069F99
6527,7E3,8,0322F10100000000
6557,7E3,8,3007000000000000
6587,490,3,900000
6605,7E3,8,3007000000000000
6621,7E3,8,0322F30100000000
6637,7EB,8,101B62F3019AD59A
6652,6B1,8,00DC0010191900D7
6678,7EB,8,21769AB19A7C9AC7
6694,7E3,8,0322F10200000000
6709,501,8,0EB00E9802A602A2
6738,600,1,01
6755,6B1,8,00DC0010191900D7
6771,7EB,8,101B62F202020802
6786,7E3,8,3007000000000000
6805,7EB,8,2108020802080208
6847,7E3,8,0322F30200000000
6895,6B1,8,00DC0010191900D7
6911,7E3,8,0322F20300000000
6933,7E3,8,3007000000000000
6983,501,8,0EA30E9702A1029E
6999,7E3,8,0322F10400000000
7023,7E3,8,3007000000000000
7040,7E3,8,0322F20400000000
7076,7E3,8,3007000000000000
7093,7E3,8,0322F30400000000
7111,7E3,8,3007000000000000
7133,7EB,8,21A89EE39FA89FA5
7150,7E3,8,0322F10500000000
7166,6B1,8,00DC0010191900D7
7190,200,1,48
7208,7EB,8,21EF9EE19EF39EAC
7223,600,1,01
7242,7EB,8,101B62F205020802
7268,7E3,8,3007000000000000
7291,490,3,900000
7307,501,8,0EA80E8402A1029C
7339,7E3,8,3007000000000000
7354,7E3,8,02B2020000000000
7370,7EB,8,06F2020000000000
7387,6B1,8,00DC0010191900D7
7402,7EB,8,0562F00C00000000
7418,7E3,8,0322F00D00000000
7435,501,8,0EA50E9C029F029E
7450,7E3,8,0322F10000000000
7466,7EB,8,101B62F1009FE49F
7490,210,3,900000
7506,7E3,8,0322F10100000000
7530,7E3,8,3007000000000000
7556,7E3,8,0322F10200000000
7584,7E3,8,3007000000000000
7600,7E3,8,0322F10300000000
7631,7E3,8,3007000000000000
7648,7E3,8,0201010000000000
7664,7EB,8,0341018100000000
7693,200,1,48
7710,7E3,8,3007000000000000
7731,7EB,8,21AA9EE69FAB9FA8
7747,7E3,8,0322F00A00000000
7764,7E3,8,0322F00B00000000
7803,490,3,900000
7819,7E3,8,0322F10500000000
7852,7E3,8,3007000000000000
7881,29E,D,229ED
7898,7EB,8,0562F00C00000000
7914,501,8,0EA90E9602A3029E
7929,200,1,48
7945,7EB,8,0562F00D0B660000
7962,7EB,8,101B62F1009FE49F
7977,490,3,900000
8014,6B1,8,00DC0010191900D7
8044,501,8,0EAC0E9902A5029D
8063,7EB,8,21799AB29A7D9AC7
8090,490,3,900000
8109,7EB,8,21C19FBA9FB89FAE
8125,123,2,ABCD
8141,7E3,8,3007000000000000
8159,7EB,8,21739D249D799D18
8184,200,1,48
8205,7E3,8,3007000000000000
8221,600,1,01
8250,7E3,8,3007000000000000
8285,7E3,8,0322F00C00000000
8301,7EB,8,0562F00D0B660000
8339,7E3,8,0322F10000000000
8354,7E3,8,0322F10100000000
8371,7EB,8,101B62F1019AD59A
8387,501,8,0EB00E9C02A6029E
8406,7EB,8,21789AB29A7D9AC8
8421,6B1,8,00DC0010191900D7
8454,7EB,8,101B62F1029F8E9F
8486,7E3,8,3007000000000000
8502,7E3,8,0201010000000000
8517,6B1,8,00DC0010191900D7
8533,123,2,ABCD
8550,7E3,8,0322F00B00000000
8565,7E3,8,02B2060000000000
8581,7EB,8,04F2060000000000
8613,7E3,8,0322F10300000000
8637,7EB,8,101B62F1039D4E9D
8652,7E3,8,3007000000000000
8672,7EB,8,21729D259D7B9D19
8689,7E3,8,0322F10400000000
8714,7E3,8,3007000000000000
8730,123,2,ABCD
8747,7EB,8,101B62F1059E8E9E
8762,7E3,8,3007000000000000
8781,490,3,900000
8796,7E3,8,0322F00C00000000
8812,7EB,8,0562F00C00000000
8844,7E3,8,0322F00D00000000
8860,7E3,8,3007000000000000
8878,7EB,8,21999FFDA0089F9B
8894,7E3,8,0322F10100000000
8917,7E3,8,3007000000000000
8948,123,2,ABCD
8975,7EB,8,21C19FBB9FB89FAE
9004,501,8,0EA90E9702A302A2
9022,7EB,8,21729D259D799D19
9052,7E3,8,0322F10400000000
9070,7EB,8,21AC9EE69FAB9FA7
9086,7E3,8,0322F10500000000
9103,7EB,8,101B62F1059E8D9E
9131,7E3,8,3007000000000000
9160,6B1,8,00DC0010191900D7
9184,200,1,48
9217,7E3,8,3007000000000000
9235,501,8,0EA00EAC02AC02A0
9251,6B1,8,00DC0010191900D7
9266,7EB,8,101B62F1019AD79A
9284,7E3,8,3007000000000000
9302,7EB,8,21779AB29A7E9AC7
9319,7E3,8,0322F10200000000
9333,7EB,8,101B62F1029F8E9F
9364,501,8,0EB00E9C02A302A0
9380,7E3,8,0322F10300000000
9395,7E3,8,3007000000000000
9413,7EB,8,21739D259D7B9D1A
9428,7E3,8,0322F10400000000
9444,7EB,8,101B62F1049FA79F
9480,6B1,8,00DC0010191900D7
9495,7E3,8,0201010000000000
9512,7EB,8,0341018100000000
9528,123,2,ABCD
9544,7EB,8,0562F00A00100000
9581,7E3,8,0322F00B00000000
9596,7E3,8,0322F10500000000
9620,7E3,8,3007000000000000
9636,7E3,8,0322F00C00000000
9653,7E3,8,0322F00D00000000
9678,6B1,8,00DC0010191900D7
9694,7E3,8,3007000000000000
9711,501,8,0EA60E9C02A602A3
9732,7EB,8,21999FFDA0099F9C
9748,7E3,8,0322F10100000000
9779,7E3,8,3007000000000000
9795,7E3,8,0322F10200000000
9812,7E3,8,3007000000000000
9835,7EB,8,21C29FBB9FB99FAE
9849,7E3,8,0322F10300000000
9866,7EB,8,101B62F1039D4E9D
9899,6B1,8,00DC0010191900D7
9908,7E3,8,0322F10400000000
9925,200,1,48
9949,7EB,8,21AA9EE69FAA9FA9
9990,7E3,8,0322F10500000000
10006,7E3,8,0322F00C00000000
10022,7E3,8,0322F00D00000000
10037,7E3,8,0322F10000000000
10077,7E3,8,3007000000000000
10124,7E3,8,0322F10100000000
10141,7E3,8,3007000000000000
10161,7EB,8,21789AB29A7E9AC9
10176,000,
,t2
10204,501,8,0EB00E9702A902A4
10219,600,1,01
10252,7E3,8,3007000000000000
10281,490,3,900000
10305,6B1,8,00DC0010191900D7
10320,7E3,8,0322F10500000000
10336,7E3,8,3007000000000000
10358,7EB,8,21EF9EE19EF39EAD
10396,490,3,900000
10411,7EB,8,101B62F1009FE49F
10444,7E3,8,3007000000000000
10460,7E3,8,0201010000000000
10487,490,3,900000
10503,7EB,8,0562F00B00DC0000
10532,7E3,8,02B2060000000000
10547,501,8,0EAB0E9602A402A4
10590,178,9,AB29A7E9AC7
t7EB
10613,7E3,8,3007000000000000
10629,7E3,8,0322F10300000000
10686,7E3,8,3007000000000000
10709,7E3,8,3007000000000000
10724,7E3,8,0322F10500000000
10740,7E3,8,3007000000000000
10759,7EB,8,21EE9EE19EF39EAD
10796,490,3,900000
10812,7E3,8,0322F10000000000
10829,7EB,8,101B62F1009FE49F
10849,7E3,8,3007000000000000
10878,7E3,8,0322F10100000000
10902,7EB,8,21789AB39A7E9AC7
10940,7E3,8,0322F10200000000
10955,7E3,8,0322F10300000000
10971,490,3,900000
11001,7E3,8,3007000000000000
11032,7E3,8,0322F10400000000
11058,7E3,8,3007000000000000
11083,490,3,900000
11102,7EB,8,21F09EE09EF39EAC
11131,7E3,8,0322F00C00000000
11155,501,8,0E9B0E9602A602A0
11174,7EB,8,21999FFCA0089F9B
11190,7E3,8,0322F10100000000
11213,7E3,8,3007000000000000
11251,6B1,8,00DC0010191900D7
11275,501,8,0EA80E9C02A3029B
11299,7E3,8,3007000000000000
11316,7E3,8,0322F10400000000
11332,6B1,8,00DC0010191900D7
11390,7E3,8,3007000000000000
11414,7EB,8,21EF9EE19EF39EAC
11447,7E3,8,0322F00C00000000
11462,7E3,8,0322F00B00000000
11478,7EB,8,0562F00B00DC0000
11495,7E3,8,0201010000000000
11510,00E,9,C02A802A2
t7E380
11526,123,2,ABCD
11558,6B1,8,00DC0010191900D7
11573,490,3,900000
11591,7EB,8,2108020802080208
11606,7E3,8,0322F30000000000
11622,501,8,0EA80EA002A202A2
11649,7E3,8,3007000000000000
11691,7E3,8,0322F20100000000
11707,7E3,8,0322F30100000000
11723,600,1,01
11756,7E3,8,3007000000000000
11791,7EB,8,101B62F202020802
11806,7E3,8,0322F30200000000
11823,7E3,8,3007000000000000
11839,7EB,8,229FB99FB49FB99F
11883,6B1,8,00DC0010191900D7
11898,7E3,8,0322F30300000000
11915,7EB,8,101B62F3039D4E9D
11931,7E3,8,3007000000000000
11950,7EB,8,21729D249D7A9D19
11965,7E3,8,0322F20400000000
11982,7EB,8,101B62F204020802
11998,7E3,8,3007000000000000
12033,7EB,8,2108020802080208
12040,7E3,8,0322F30400000000
12074,6B1,8,00DC0010191900D7
12090,7E3,8,0322F20500000000
12115,501,8,0EA20E9702A402A6
12132,7E3,8,0322F30500000000
12148,7EB,8,101B62F3059E8C9E
12181,7E3,8,3007000000000000
12197,7E3,8,0322F00D00000000
12214,7EB,8,0562F00D0B660000
12247,501,8,0EA50E97029E02A0
12280,7EB,8,21989FFDA0089F9B
12292,7E3,8,3007000000000000
12308,C9A,C,7C9AC
12325,123,2,ABCD
12340,501,8,0EA80E9702A6029C
12359,7EB,8,21C39FBA9FB99FAE
12390,6B1,8,00DC0010191900D7
12414,7E3,8,3007000000000000
12431,7E3,8,0322F10400000000
12484,7E3,8,3007000000000000
12500,7E3,8,0322F10500000000
12517,123,2,ABCD
12541,7E3,8,3007000000000000
12557,7E3,8,0322F00C00000000
12573,7EB,8,0562F00C00000000
12601,501,8,0EAA0E9C029D02A2
12632,802,B,3802B
12649,7E3,8,0322F00D00000000
12673,7EB,8,0562F00D0B660000
12689,6B1,8,00DC0010191900D7
12728,7E3,8,3007000000000000
12773,7E3,8,3007000000000000
12789,6B1,8,00DC0010191900D7
12819,7E3,8,3007000000000000
12834,7E3,8,0322F10300000000
12851,7EB,8,101B62F1039D4F9D
12867,490,3,900000
12886,7EB,8,21739D249D7A9D18
12902,7E3,8,0322F10400000000
12919,200,1,48
12944,7E3,8,3007000000000000
12973,7E3,8,0322F10500000000
12997,7EB,8,21EF9EE29EF39EAB
13013,7E3,8,0322F00C00000000
13030,7EB,8,0562F00C00000000
13045,7E3,8,0322F00D00000000
13073,7EB,8,0562F00D0B660000
13088,7EB,8,101B62F1009FE49F
13106,EB8,2,1979FF
13121,7E3,8,0322F10100000000
13137,7EB,8,101B62F1019AD89A
13153,7E3,8,3007000000000000
13172,200,1,48
13188,501,8,0EA80E9C02A202A0
13204,6B1,8,00DC0010191900D7
13235,600,1,01
13251,7E3,8,0322F10300000000
13267,490,3,900000
13288,7EB,8,21729D259D7B9D19
13316,501,8,0E9F0E9702A4029E
13340,7EB,8,21AB9EE59FAB9FA8
13355,7E3,8,0322F10500000000
13372,601,4,00010000
13394,7E3,8,3007000000000000
13432,7E3,8,0322F00C00000000
13449,7E3,8,0322F10000000000
13465,490,3,900000
13483,7E3,8,3007000000000000
13499,7E3,8,0201010000000000
13531,7E3,8,0322F00A00000000
13571,501,8,0EA80E9802A302A0
13596,7E3,8,3007000000000000
13613,7E3,8,0322F10200000000
13629,7EB,8,101B62F1029F8E9F
13644,7E3,8,3007000000000000
13672,501,8,0EB00E9C02A702A2
13688,7E3,8,0322F10300000000
13705,7E3,8,3007000000000000
13724,600,1,01
13739,7E3,8,0322F10400000000
13772,7E3,8,3007000000000000
13787,501,8,0EA30E9802A402A2
13803,7EB,8,101B62F1059E8E9E
13820,7E3,8,3007000000000000
13837,7EB,8,21EF9EE19EF29EAB
13854,7E3,8,0322F00C00000000
13869,490,3,900000
13885,7E3,8,0322F00D00000000
13902,501,8,0EA40E9C02A302A4
13945,200,1,48
13960,7E3,8,0322F10100000000
13976,7EB,8,101B62F1019AD79A
14004,7E3,8,3007000000000000
14032,7E3,8,0322F10200000000
14052,7E3,8,3007000000000000
14068,490,3,900000
14085,7EB,8,101B62F1039D4E9D
14100,7E3,8,3007000000000000
14116,123,2,ABCD
14148,237,7,9CE39D86A015
t6B
14180,200,1,48
14196,7E3,8,0322F10500000000
14212,600,1,01
14231,7EB,8,21F09EE29EF49EAD
14247,6B1,8,00DC0010191900D7
14270,501,8,0EA40E9C02A202A6
14286,7E3,8,0322F00D00000000
14302,7E3,8,0322F10000000000
14318,123,2,ABCD
14348,7E3,8,3007000000000000
14392,490,3,900000
14408,7E3,8,0322F10200000000
14424,7E3,8,3007000000000000
14453,7EB,8,21C29FBA9FB99FAE
14487,490,3,900000
14513,501,8,0EA60E9C02A402A0
14546,7EB,8,0562F00B00DC0000
14574,6B1,8,00DC0010191900D7
14604,7E3,8,0322F10300000000
14621,501,8,0EA90EA0029F029E
14637,7EB,8,101B62F1049FA69F
14670,7E3,8,3007000000000000
14685,7E3,8,0322F10500000000
14723,7E3,8,3007000000000000
14749,7E3,8,0322F00C00000000
14773,490,3,900000
14790,7E3,8,0322F10000000000
14831,7E3,8,3007000000000000
14848,7E3,8,0322F10100000000
14871,501,8,0EA40E9802A7029C
14892,7E3,8,3007000000000000
14908,200,1,48
14925,123,2,ABCD
14969,7E3,8,3007000000000000
14998,7E3,8,0322F10300000000
15017,7E3,8,3007000000000000
15032,7E3,8,0322F10400000000
15057,7E3,8,3007000000000000
15084,490,3,900000
15100,501,8,0EAA0E9C02A002A6
15118,7EB,8,21EF9EE19EF49EAC
15134,7E3,8,0322F00C00000000
15151,7EB,8,0562F00C00000000
15175,200,1,48
15191,7E3,8,0322F10000000000
15213,7E3,8,3007000000000000
15229,7E3,8,0322F10100000000
15245,7E3,8,3007000000000000
15268,229,B,8229B
15301,7EB,8,101B62F1029F8E9F
15317,7E3,8,0322F10300000000
15332,7EB,8,101B62F1039D4F9D
15368,7E3,8,3007000000000000
15406,7E3,8,0322F10400000000
15422,7E3,8,0322F10500000000
15437,7EB,8,101B62F1059E8D9E
15469,7E3,8,3007000000000000
15485,7E3,8,0201010000000000
15501,7EB,8,0341018100000000
15517,7E3,8,0322F00C00000000
15533,7E3,8,0322F00A00000000
15548,7E3,8,0322F00B00000000
15586,490,3,900000
15619,7E3,8,0322F10000000000
15635,7E3,8,0322F10100000000
15669,7E3,8,3007000000000000
15686,7E3,8,0322F10200000000
15701,501,8,0EA50E9C02A102A4
15730,600,1,01
15745,7E3,8,0322F10300000000
15778,490,3,900000
15793,7E3,8,0322F10400000000
15809,7EB,8,101B62F1049FA79F
15835,501,8,0EA80E9C02A3029D
15850,7E3,8,0322F10500000000
15866,490,3,900000
15883,7E3,8,3007000000000000
15902,7EB,8,21EF9EE09EF29EAB
15918,123,2,ABCD
15949,7E3,8,0322F00D00000000
15982,490,3,900000
15997,7E3,8,0322F10100000000
16023,7E3,8,3007000000000000
16039,7E3,8,0322F10200000000
16069,7E3,8,3007000000000000
16085,7E3,8,0322F10300000000
16111,7E3,8,3007000000000000
16127,7E3,8,0322F10400000000
16143,7E3,8,3007000000000000
16165,7EB,8,21AA9EE59FAA9FA8
16182,501,8,0EA50E9702A602A2
16198,7EB,8,101B62F1059E8D9E
16213,600,1,01
16246,7EB,8,21EF9EE19EF39EAC
16261,490,3,900000
16278,7EB,8,0562F00C00000000
16294,7E3,8,0322F00D00000000
16310,7EB,8,0562F00D0B660000
16348,6B1,8,00DC0010191900D7
16364,490,3,900000
16381,7EB,8,101B62F1019AD79A
16410,7E3,8,3007000000000000
16440,7E3,8,0322F10200000000
16462,7EB,8,21C29FBA9FB99FAE
16478,7E3,8,0201010000000000
16509,7E3,8,0322F10300000000
16526,7EB,8,101B62F1039D4E9D
16578,501,8,0EAB0E9702A302A8
16594,7E3,8,0322F00B00000000
16610,7E3,8,02B2060000000000
16627,7EB,8,04F2060000000000
16642,6B1,8,00DC0010191900D7
16666,501,8,0EAB0E9702A2029D
16682,7E3,8,0322F20000000000
16707,7E3,8,3007000000000000
16724,123,2,ABCD
16740,6B1,8,00DC0010191900D7
16757,7E3,8,3007000000000000
16776,7EB,8,21989FFDA0089F9A
16791,7E3,8,0322F20100000000
16807,7E3,8,3007000000000000
16836,7EB,8,2108020802080208
16852,490,3,900000
16868,7EB,8,101B62F3019AD59A
16884,7E3,8,3007000000000000
16903,7EB,8,21769AB19A7C9AC6
16919,123,2,ABCD
16935,7EB,8,101B62F202020802
16966,6B1,8,00DC0010191900D7
16981,7E3,8,0322F30200000000
16998,7EB,8,101B62F3029F8C9F
17014,7E3,8,3007000000000000
17034,7EB,8,21C19FB99FB89FAC
17066,6B1,8,00DC0010191900D7
17097,7E3,8,3007000000000000
17112,7E3,8,0322F30300000000
17129,7EB,8,101B62F3039D4D9D
17164,7E3,8,3007000000000000
17180,7E3,8,0322F20400000000
17207,7E3,8,3007000000000000
17222,7E3,8,0322F30400000000
17238,7EB,8,101B62F3049FA59F
17269,7E3,8,3007000000000000
17284,7E3,8,0322F20500000000
17315,7E3,8,3007000000000000
17332,7E3,8,0322F30500000000
17365,7E3,8,3007000000000000
17389,7E3,8,0322F10400000000
17408,7EB,8,21AB9EE59FAA9FA9
17423,7E3,8,0322F10500000000
17448,7E3,8,3007000000000000
17477,103,9,00000
t7E3802010
17509,7E3,8,0322F00D00000000
17525,7EB,8,101B62F1009FE39F
17564,7E3,8,3007000000000000
17580,7E3,8,0322F10100000000
17611,7E3,8,3007000000000000
17629,7E3,8,0322F10200000000
17664,7E3,8,3007000000000000
17680,6B1,8,00DC0010191900D7
17707,7E3,8,3007000000000000
17723,123,2,ABCD
17738,7E3,8,0322F00B00000000
17754,7EB,8,0562F00B00DC0000
17771,7E3,8,02B2060000000000
17796,6B1,8,00DC0010191900D7
17836,7EB,8,21AA9EE69FAA9FA8
17879,7E3,8,0322F10500000000
17896,7E3,8,0322F00C00000000
17925,200,1,48
17964,7E3,8,3007000000000000
17997,501,8,0EA80E9C02A402AA
18012,7E3,8,0322F10200000000
18031,7E3,8,3007000000000000
18074,7E3,8,0322F10300000000
18099,7E3,8,0322F10400000000
18115,123,2,ABCD
18132,7EB,8,229FAA9FA99FA79F
18175,7E3,8,0322F10500000000
18204,7E3,8,0322F00C00000000
18228,600,1,01
18247,7EB,8,21999FFEA0089F9B
18262,7E3,8,0322F10100000000
18291,7E3,8,3007000000000000
18317,6B1,8,00DC0010191900D7
18345,501,8,0E9F0E97029F02A0
18372,490,3,900000
18391,7EB,8,21729D249D7A9D18
18417,6B1,8,00DC0010191900D7
18444,7E3,8,3007000000000000
18473,490,3,900000
18488,7E3,8,0322F00A00000000
18504,6B1,8,00DC0010191900D7
18520,123,2,ABCD
18536,7E3,8,02B2060000000000
18552,490,3,900000
18599,7E3,8,0322F10500000000
18615,6B1,8,00DC0010191900D7
18631,7EB,8,0562F00C00000000
18662,7E3,8,0322F00D00000000
18678,7E3,8,0322F10000000000
18694,7E3,8,3007000000000000
18713,7EB,8,21989FFDA0089F9A
18728,7E3,8,0322F10100000000
18761,7E3,8,3007000000000000
18778,7EB,8,101B62F1029F8E9F
18828,7E3,8,3007000000000000
18843,7E3,8,0322F10300000000
18870,490,3,900000
18886,7E3,8,0322F10400000000
18901,200,1,48
18918,123,2,ABCD
18961,501,8,0EA60E9C02A6029E
18977,7EB,8,101B62F1059E8E9E
18996,7EB,8,21EF9EE19EF39EAC
19011,7E3,8,0322F00C00000000
19039,7E3,8,0322F00D00000000
19068,490,3,900000
19083,7E3,8,0322F10100000000
19100,7E3,8,3007000000000000
19120,7EB,8,21799AB29A7D9AC7
19177,6B1,8,00DC0010191900D7
19193,7E3,8,0322F10300000000
19219,7E3,8,3007000000000000
19236,6B1,8,00DC0010191900D7
19251,7EB,8,101B62F1049FA79F
19267,7E3,8,3007000000000000
19285,7EB,8,21AB9EE59FAA9FA7
19301,501,8,0EA60E9C02A70298
19318,123,2,ABCD
19333,7E3,8,3007000000000000
19357,7EB,8,21EF9EE29EF49EAD
19373,7E3,8,0322F00C00000000
19390,7EB,8,0562F00C00000000
19405,200,1,48
19421,501,8,0E900E9C029E029E
19438,7EB,8,101B62F1009FE59F
19453,490,3,900000
19489,7EB,8,21979FFEA0099F9A
19504,7E3,8,0201010000000000
19521,123,2,ABCD
19537,501,8,0EAA0E9C029F02A4
19574,6B1,8,00DC0010191900D7
19590,7E3,8,0322F00A00000000
19607,7EB,8,0562F00A00100000
19622,7E3,8,0322F00B00000000
19638,7EB,8,0562F00B00DC0000
19660,200,1,48
19676,7EB,8,04F2060000000000
19692,7E3,8,0322F10200000000
19707,600,1,01
19737,7E3,8,3007000000000000
19782,490,3,900000
19805,7EB,8,21739D249D7A9D18
19821,7E3,8,0322F10400000000
19860,7E3,8,3007000000000000
19875,7EB,8,101B62F1059E8D9E
19902,7EB,8,21EF9EE19EF39EAC
19918,7E3,8,0322F00C00000000
19933,7E3,8,0322F00D00000000
19950,490,3,900000
19991,6B1,8,00DC0010191900D7
20033,7E3,8,0322F10100000000
20048,7E3,8,0322F10200000000
20064,7EB,8,101B62F1029F8F9F
